Place_Name,Date,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour_Traffic,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Heavy_Vehicles_Total,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Accident_Level,Noise_Level_dB,Air_Quality_Index,CO2_Emission_Index,Road_Width_m,Lane_Count,Pedestrian_Count,Parking_Occupancy_%,School_Zone,Hospital_Nearby,Market_Nearby,Bus_Stop_Nearby,CCTV_Available,Street_Light,Violation_Count,Rainfall_mm,Temperature_C,Holiday,Road_Work,Public_Event,Traffic_Police_Presence,Congestion_Level,Overall_Traffic_Index,Emergency_Response_Time_min,Fuel_Consumption_Index,Road_Condition_Index,Min_Speed_kmph,Max_Speed_kmph,Average_Waiting_Time_sec,Signal_Count,Signal_Status
Kavindapadi,2025-05-03,City Road,Weekday,Fog,845,1319,1881,1048,1769,1193,1051,180,87,103,813,45,272,0,,73,103,186,10,2,451,62,1,0,0,0,0,0,31,61,30,0,1,1,0,Low,99,44,133,70,21,90,126,4,Poor
Gobichettipalayam,2025-05-04,NH,Weekday,Rainy,1392,2227,2337,1397,2381,1209,1810,307,28,364,472,28,271,0,Major,89,179,133,22,1,880,78,1,1,1,0,0,1,5,81,34,0,1,1,0,Medium,81,37,141,59,16,58,227,6,Poor
Solar,2025-05-05,SH,Weekend,Hot,2235,2053,1125,440,1506,675,1200,562,134,376,406,40,210,1,Minor,67,197,71,7,2,115,99,1,1,0,0,0,1,17,108,32,1,0,1,0,High,73,42,83,44,13,83,130,7,Average
Bhavani,2025-05-06,Village Road,Weekday,Hot,674,2501,2189,301,1809,1933,838,682,176,68,533,20,12,0,Major,67,206,132,23,3,118,12,0,1,1,0,1,0,44,0,21,0,1,1,0,High,77,27,143,85,20,67,191,1,Poor
Solar,2025-05-07,City Road,Weekend,Cloudy,2556,1080,2293,282,1519,957,269,775,361,239,434,48,240,3,Major,50,247,101,25,1,99,99,1,1,0,0,1,1,21,43,34,0,0,1,1,Low,67,34,32,55,13,42,382,8,Average
Chennimalai,2025-05-08,City Road,Weekend,Hot,2048,1300,1461,481,2337,993,1871,172,306,154,506,37,49,4,,66,62,86,23,4,629,56,1,1,1,1,1,0,12,46,36,1,0,1,0,Low,56,17,65,66,15,93,169,2,Poor
Modakurichi,2025-05-09,NH,Weekend,Clear,857,2443,3352,888,906,1459,1172,111,147,249,882,42,148,2,Major,77,160,157,24,4,387,66,0,0,0,1,0,1,34,66,25,0,1,0,0,Medium,40,25,70,97,8,67,332,5,Good
Solar,2025-05-10,Village Road,Weekday,Fog,2244,2021,1428,1347,3644,208,176,122,287,179,820,19,118,3,,77,154,105,22,5,229,20,1,1,0,1,0,0,34,107,31,1,0,1,0,Low,69,44,68,74,24,40,317,8,Good
Nambiyur,2025-05-11,NH,Weekday,Cloudy,883,2309,1076,593,2264,535,1440,89,180,364,702,62,63,2,Major,66,215,120,24,3,374,51,0,1,1,1,1,1,11,101,29,1,0,0,1,Low,74,28,124,98,5,54,211,7,Good
Gobichettipalayam,2025-05-12,City Road,Weekend,Rainy,812,560,3506,794,3620,708,1218,636,228,426,194,53,185,3,,74,69,153,23,3,310,81,0,1,1,1,0,0,5,91,41,0,0,0,0,Medium,42,24,45,92,13,96,265,3,Good
Nasiyanur,2025-05-13,NH,Weekend,Fog,1752,2722,3925,990,4058,1515,1060,381,369,322,125,44,66,0,,97,181,96,27,3,767,66,1,1,1,1,1,0,30,26,40,1,0,1,0,High,67,7,64,43,29,92,126,9,Good
Perundurai,2025-05-14,SH,Weekday,Fog,1797,1087,3371,385,1733,1002,656,70,229,402,192,35,85,4,Major,75,130,53,28,1,213,94,0,0,1,0,1,0,9,44,34,1,0,1,0,High,71,13,63,99,24,95,91,6,Average
Arachalur,2025-05-15,Village Road,Weekday,Cloudy,1914,3107,1568,714,3945,231,1740,159,153,282,412,60,39,2,Major,55,204,48,16,3,650,11,0,0,0,1,1,0,31,0,20,0,1,0,0,Medium,94,11,146,87,22,44,356,4,Good
Arachalur,2025-05-16,City Road,Weekday,Rainy,537,3129,2536,1378,3570,1417,1661,455,284,91,847,62,220,2,Minor,54,273,78,25,3,1008,13,1,1,0,0,0,0,6,118,32,1,0,0,1,Low,74,24,60,71,20,48,188,6,Poor
Erode,2025-05-17,NH,Weekend,Clear,2966,3472,1677,1444,3308,1228,1532,656,296,166,156,25,109,3,Major,72,298,79,25,5,388,21,1,0,0,0,1,1,48,78,29,0,0,0,0,High,76,5,125,75,23,67,289,2,Average
Modakurichi,2025-05-18,City Road,Weekend,Cloudy,2197,1281,2637,563,1238,2046,813,164,52,71,114,22,111,3,Minor,72,79,159,18,1,1197,43,0,1,0,0,1,1,3,51,28,1,1,1,0,High,58,19,32,48,15,60,106,2,Average
Vellode,2025-05-19,SH,Weekday,Clear,2709,1670,1341,377,4287,2421,1592,780,306,201,703,54,15,4,Major,98,251,42,20,5,203,48,1,0,0,0,0,0,37,101,22,1,0,1,0,Medium,89,11,89,92,7,69,69,5,Poor
Sathyamangalam,2025-05-20,Village Road,Weekend,Hot,2395,2516,3448,1467,1669,274,1656,603,36,386,125,32,99,0,,97,141,165,28,1,424,90,0,0,1,1,0,1,49,74,20,0,0,0,0,High,90,38,108,75,26,96,40,3,Good
Nasiyanur,2025-05-21,SH,Weekend,Clear,2221,2262,1084,1013,1313,874,1656,211,259,158,700,64,295,2,Major,94,287,115,9,2,1195,66,1,1,0,0,1,1,17,59,33,0,0,1,0,Medium,93,31,115,67,9,45,233,9,Good
Nambiyur,2025-05-22,Village Road,Weekend,Hot,1958,2006,2271,212,1613,894,1926,560,199,202,92,60,250,0,Major,72,51,178,14,4,147,72,0,0,0,0,0,1,38,36,29,0,1,0,0,High,43,26,85,44,18,62,47,7,Good
Ammapet,2025-05-23,City Road,Weekend,Hot,362,2513,3052,790,4863,1225,511,639,196,253,618,64,295,0,,60,80,150,7,2,193,60,0,0,1,1,1,1,17,10,37,1,1,0,0,High,48,25,60,63,7,94,371,7,Average
Thalavadi,2025-05-24,NH,Weekend,Clear,2587,2471,1930,713,924,1224,1169,326,273,339,80,63,274,0,Minor,71,160,125,22,3,787,48,1,0,0,0,0,0,33,100,33,0,1,1,1,High,63,35,98,94,14,75,112,6,Poor
Vellode,2025-05-25,SH,Weekend,Hot,2235,1851,3359,706,3418,1420,989,796,350,157,313,67,52,1,Minor,78,133,121,18,5,131,14,0,1,0,1,1,1,28,21,34,1,1,1,0,Low,89,12,87,95,24,70,355,5,Average
Arachalur,2025-05-26,NH,Weekend,Clear,558,2044,2885,747,812,545,659,464,372,562,166,15,156,4,Minor,49,184,169,24,2,190,81,1,0,0,0,1,0,35,59,23,0,1,1,0,High,87,35,94,64,19,96,284,8,Poor
Sivagiri,2025-05-27,NH,Weekend,Rainy,2237,834,631,1277,2868,963,648,422,138,573,427,52,201,4,,48,156,171,18,2,83,15,1,1,1,0,1,1,38,33,33,1,1,0,0,High,75,28,97,42,5,52,91,9,Good
Kodumudi,2025-05-28,Village Road,Weekend,Hot,2853,1182,3161,392,2222,1511,1743,88,303,443,226,38,172,1,,88,108,148,25,3,117,48,1,0,1,1,0,1,28,113,24,0,0,0,1,Medium,64,9,73,55,18,77,130,6,Average
Arachalur,2025-05-29,SH,Weekend,Fog,2069,1223,1898,939,2660,289,389,466,299,502,248,54,30,0,Major,70,137,160,24,5,99,10,0,0,0,0,0,1,34,55,29,0,1,0,1,High,66,37,35,50,9,64,126,6,Poor
Anthiyur,2025-05-30,Village Road,Weekend,Fog,2421,3268,2954,1431,2995,1408,194,151,184,504,209,38,161,1,,59,219,183,11,2,75,83,1,0,0,1,1,0,27,118,32,0,0,1,1,Medium,99,15,140,89,19,95,175,4,Average
Punjai Puliyampatti,2025-05-31,NH,Weekend,Cloudy,2292,760,1421,1373,1178,1503,1972,254,300,530,555,17,86,4,Major,68,235,113,6,3,160,80,0,0,1,1,1,1,24,73,34,1,0,0,1,Medium,67,36,135,72,6,89,339,7,Good
Solar,2025-06-01,City Road,Weekday,Cloudy,2315,2088,2084,1087,1606,498,1654,526,352,211,275,49,213,0,Major,87,144,79,20,5,964,89,1,1,0,1,0,0,24,102,37,0,1,1,0,Medium,52,22,104,87,28,52,185,5,Poor
Punjai Puliyampatti,2025-06-02,City Road,Weekday,Clear,402,1728,908,441,4539,2076,266,203,227,144,864,55,140,1,,81,285,65,7,4,84,17,1,0,1,0,0,0,30,68,26,1,1,0,0,High,81,40,122,83,6,41,268,8,Good
Chennimalai,2025-06-03,NH,Weekday,Rainy,2154,2249,3686,466,4898,773,1164,311,206,251,329,32,50,1,Minor,49,184,97,15,1,76,18,0,1,1,0,1,0,41,102,33,1,0,1,1,Low,35,28,85,40,15,74,385,5,Poor
Sivagiri,2025-06-04,SH,Weekend,Hot,531,1852,3559,630,3418,266,1513,83,111,124,80,64,65,0,Major,78,190,199,9,4,637,37,1,1,1,1,0,0,2,77,21,1,1,1,1,Low,67,39,38,40,23,84,388,7,Average
Kodumudi,2025-06-05,City Road,Weekday,Rainy,2893,2603,2507,645,1431,774,1496,368,173,139,222,58,294,1,Major,81,159,72,18,3,66,15,1,1,1,1,0,0,47,12,37,1,1,1,0,High,40,6,137,45,17,62,86,9,Good
Anthiyur,2025-06-06,NH,Weekday,Cloudy,1176,2750,821,451,4053,2434,1696,632,272,495,640,20,226,3,,90,214,112,17,5,970,92,0,1,0,1,0,0,6,33,29,1,1,0,1,Medium,90,28,55,68,27,78,301,4,Average
Chennimalai,2025-06-07,NH,Weekend,Clear,1652,1050,3076,610,3941,1358,1185,114,58,585,754,56,16,0,Minor,46,126,96,24,4,970,48,1,1,1,0,1,1,40,92,36,0,0,0,1,Medium,41,12,133,63,5,83,140,8,Poor
Punjai Puliyampatti,2025-06-08,Village Road,Weekend,Cloudy,410,845,2155,505,3908,1006,1029,539,278,447,473,16,209,1,Major,87,53,142,23,2,471,90,1,0,1,0,0,0,45,67,30,1,0,1,1,High,37,11,133,45,15,48,286,3,Good
Punjai Puliyampatti,2025-06-09,Village Road,Weekday,Hot,651,997,1531,909,2170,511,1631,742,115,397,699,60,134,1,Major,50,89,100,14,3,1014,68,1,1,0,1,1,0,14,117,36,0,0,1,0,Medium,97,14,69,58,29,67,184,2,Good
Sathyamangalam,2025-06-10,Village Road,Weekend,Fog,631,3340,3827,454,4856,421,354,155,151,341,520,57,48,2,Minor,64,50,84,22,1,340,45,1,0,1,1,0,0,9,38,21,0,1,0,1,Low,59,30,129,93,14,66,213,1,Average
Kavindapadi,2025-06-11,SH,Weekday,Cloudy,1054,1125,2571,660,2447,304,345,179,317,297,713,65,16,0,Major,82,212,130,28,3,587,82,0,1,0,1,0,1,34,36,27,1,1,1,1,Low,79,18,54,63,18,57,285,6,Good
Nambiyur,2025-06-12,City Road,Weekend,Hot,1726,874,2210,673,4063,1795,1844,227,106,212,677,68,43,2,,46,269,80,14,3,977,38,1,0,0,1,1,1,26,97,29,1,1,1,0,Low,83,16,55,71,15,70,319,5,Good
Sivagiri,2025-06-13,Village Road,Weekday,Cloudy,760,2208,1105,898,4626,414,1722,175,110,286,419,40,141,1,,57,241,167,12,3,921,43,1,0,0,0,1,0,33,0,26,0,1,1,0,Medium,84,30,71,53,19,44,345,9,Average
Punjai Puliyampatti,2025-06-14,SH,Weekday,Fog,652,1796,959,525,3383,360,1358,236,288,127,796,66,229,3,Minor,99,93,131,24,5,640,69,0,0,0,1,1,1,46,100,41,1,0,0,1,Low,83,38,47,86,6,98,303,5,Poor
Perundurai,2025-06-15,City Road,Weekend,Fog,2868,835,1632,890,2409,2201,1468,358,28,214,146,45,108,4,Major,52,82,130,8,4,363,86,1,0,1,1,1,0,28,69,29,1,1,0,1,High,94,5,130,60,22,74,114,4,Poor
Ammapet,2025-06-16,NH,Weekday,Fog,2040,520,2943,753,2442,1113,759,395,367,401,276,16,157,1,Minor,73,179,127,9,5,258,15,1,1,1,0,1,1,25,1,37,1,1,1,1,Medium,67,14,40,88,15,69,287,3,Average
Arachalur,2025-06-17,SH,Weekend,Clear,411,3172,3985,280,1987,1610,1704,543,151,93,469,40,168,2,,49,220,171,15,2,697,43,1,1,1,0,0,1,47,55,41,1,1,0,0,High,49,41,40,43,11,92,189,7,Good
Chennimalai,2025-06-18,NH,Weekend,Clear,1555,728,2189,1006,2035,230,1391,638,124,487,767,22,297,4,Major,76,91,181,14,2,1137,65,1,0,0,1,0,0,3,34,21,1,0,1,0,High,64,38,93,71,20,89,349,1,Poor
Arachalur,2025-06-19,City Road,Weekend,Rainy,2173,483,847,829,3153,292,1631,393,382,343,698,50,37,1,Major,72,147,165,6,4,731,15,1,1,0,1,0,1,37,6,28,1,0,0,0,Low,79,14,43,94,9,94,386,6,Good
Arachalur,2025-06-20,Village Road,Weekday,Fog,1096,2945,3279,1173,3638,992,1137,286,295,63,711,60,72,2,Minor,98,265,186,22,1,802,57,0,0,1,0,1,0,39,47,23,1,1,1,0,Medium,97,13,54,41,6,91,259,1,Good
Solar,2025-06-21,City Road,Weekend,Hot,2009,2866,1149,781,3198,239,997,577,121,565,453,56,216,4,Major,97,289,91,8,3,742,85,1,0,0,0,0,1,41,7,21,0,1,1,1,Low,41,31,122,63,29,47,357,2,Poor
Sathyamangalam,2025-06-22,SH,Weekday,Cloudy,1799,2085,2104,657,3579,1561,1058,338,359,187,544,30,122,3,Minor,75,142,153,16,1,580,79,1,1,1,1,0,1,47,34,27,0,0,0,0,High,43,42,32,59,18,40,42,6,Good
Solar,2025-06-23,NH,Weekday,Clear,1357,1852,1104,635,4045,1117,618,52,112,515,511,30,33,4,Minor,96,170,53,21,3,527,47,0,0,0,0,0,0,24,86,28,0,0,0,0,Low,84,38,142,92,17,56,36,1,Good
Kavindapadi,2025-06-24,Village Road,Weekend,Fog,1712,1123,2798,213,3749,1117,303,451,285,310,724,39,91,4,Major,81,162,116,9,4,988,35,0,1,1,1,0,1,37,45,21,0,1,0,0,Low,50,22,139,71,17,48,106,9,Average
Erode,2025-06-25,SH,Weekday,Rainy,1100,2953,1272,379,2864,1956,305,484,171,221,249,65,280,0,Minor,50,199,164,12,1,988,89,1,1,0,0,1,1,31,55,39,1,0,0,0,Low,75,5,85,75,17,55,386,1,Good
Nasiyanur,2025-06-26,NH,Weekday,Rainy,534,648,3791,1369,4369,933,655,624,110,474,356,60,129,1,Minor,97,83,71,5,2,103,15,0,0,1,0,1,1,1,70,23,1,0,0,0,Medium,51,15,87,43,17,60,341,7,Good
Vellode,2025-06-27,Village Road,Weekday,Hot,2547,626,3418,1163,2105,2437,268,686,77,340,539,15,220,0,,99,266,133,29,2,592,13,1,0,0,0,1,1,43,64,36,1,0,1,1,Low,68,40,93,62,22,91,355,4,Average
Bhavani Sagar,2025-06-28,City Road,Weekday,Hot,1909,1513,1401,268,1153,326,743,138,163,545,547,29,212,1,,84,209,137,18,4,848,65,1,1,0,1,0,0,8,73,38,0,0,1,1,Low,96,30,75,41,10,58,153,7,Good
Chennimalai,2025-06-29,NH,Weekend,Cloudy,1475,2748,3352,850,4728,397,1311,331,213,133,330,36,83,4,Major,81,271,141,21,1,56,64,0,1,1,1,0,1,19,26,25,1,1,0,1,High,59,36,79,54,16,55,366,3,Good
Kodumudi,2025-06-30,City Road,Weekday,Clear,488,2839,3209,1178,3928,835,1333,203,362,275,871,65,16,2,Minor,57,143,52,5,4,292,44,0,0,0,0,1,0,3,38,27,0,1,1,0,Low,85,44,77,72,5,50,79,4,Average
Nasiyanur,2025-07-01,SH,Weekend,Clear,2107,1004,3663,1405,4828,1099,1986,52,81,78,823,47,11,2,Minor,63,298,153,29,2,1053,79,1,0,0,0,0,0,36,2,27,1,1,0,0,Low,91,43,51,58,16,46,247,2,Poor
Bhavani,2025-07-02,NH,Weekend,Clear,2421,1094,1999,1323,4944,1932,1880,185,257,292,163,62,153,3,Minor,79,239,136,5,2,352,38,0,1,1,1,1,1,40,38,40,0,0,1,0,Low,57,29,33,45,15,48,332,2,Average
Sivagiri,2025-07-03,NH,Weekday,Cloudy,702,1323,2697,866,1783,2219,164,51,91,208,290,23,81,4,,58,189,90,19,2,818,36,0,0,1,1,1,0,18,20,41,1,0,0,0,Medium,86,15,72,48,5,57,90,6,Good
Sivagiri,2025-07-04,NH,Weekend,Fog,2788,1810,1894,1468,4148,347,545,512,199,457,821,56,299,4,Minor,59,126,90,9,4,796,94,0,0,0,0,0,1,31,3,31,0,0,0,0,Medium,67,10,136,95,15,75,124,4,Poor
Nambiyur,2025-07-05,NH,Weekday,Clear,1168,3312,3838,550,1164,1496,220,291,217,47,223,61,258,1,Minor,99,95,118,28,5,1188,83,0,1,0,0,1,1,17,16,29,1,0,0,0,High,31,27,70,86,6,45,49,4,Poor
Nambiyur,2025-07-06,SH,Weekend,Rainy,1567,1401,3341,471,4976,503,152,317,363,499,429,62,38,0,Minor,94,188,105,13,2,1059,80,0,0,0,1,1,1,9,82,24,1,0,0,0,High,88,25,147,40,15,51,21,1,Poor
Erode,2025-07-07,Village Road,Weekday,Hot,2061,1246,2740,1205,4338,1557,1559,326,50,338,655,58,162,2,,72,284,122,6,3,690,18,0,0,1,0,1,1,24,47,36,1,0,0,0,High,37,44,45,44,14,49,105,5,Average
Sivagiri,2025-07-08,Village Road,Weekend,Hot,2633,2443,2314,1091,1002,1936,690,799,166,101,888,46,168,1,Minor,57,298,124,17,5,311,39,0,0,1,1,0,0,42,43,23,0,0,1,1,Low,44,15,117,62,11,55,269,3,Average
Punjai Puliyampatti,2025-07-09,NH,Weekend,Cloudy,1863,1252,1618,354,3341,581,906,386,352,177,891,35,136,2,,75,52,137,19,4,1124,50,1,0,1,0,1,1,17,116,21,0,0,0,1,Low,51,40,122,44,28,78,186,8,Good
Sivagiri,2025-07-10,SH,Weekend,Fog,949,858,3387,771,1937,1066,546,112,348,343,446,63,48,3,,97,272,129,27,3,695,97,0,0,0,0,0,0,26,2,22,1,1,0,1,Low,68,31,46,56,26,55,20,3,Poor
Nasiyanur,2025-07-11,NH,Weekday,Hot,2440,2741,3555,858,3835,1573,916,206,103,101,597,40,33,0,Major,80,110,87,13,1,171,31,1,1,0,0,0,1,36,26,29,1,1,1,0,High,34,35,68,60,8,65,111,1,Good
Anthiyur,2025-07-12,City Road,Weekday,Rainy,1847,1402,1836,504,4964,1278,963,589,244,167,213,24,190,3,,88,261,142,12,4,1105,76,1,0,1,1,1,1,49,50,24,0,1,0,0,Low,66,32,131,42,8,72,227,4,Average
Vellode,2025-07-13,SH,Weekend,Rainy,1907,2887,871,835,4491,216,1770,334,35,138,876,58,45,3,Minor,60,274,89,20,5,914,91,0,0,1,0,1,0,3,16,35,1,1,1,0,High,65,37,32,52,29,54,334,8,Good
Anthiyur,2025-07-14,SH,Weekend,Fog,1210,862,2444,539,933,2365,1111,797,49,114,726,34,67,4,Minor,45,256,133,12,4,997,18,0,1,1,1,1,1,10,27,23,0,0,1,0,High,90,25,132,81,15,72,181,3,Poor
Bhavani Sagar,2025-07-15,NH,Weekday,Rainy,1889,898,2117,904,4311,281,344,328,327,69,460,17,114,2,Major,56,230,172,29,3,740,33,0,0,0,1,0,1,35,51,37,0,0,0,0,Low,76,21,126,77,20,88,321,3,Average
Nasiyanur,2025-07-16,SH,Weekend,Cloudy,766,959,3477,702,4814,2365,207,766,295,305,550,48,237,1,Minor,99,251,184,29,5,544,88,0,1,1,1,0,1,25,31,20,0,1,0,1,Medium,80,27,145,65,20,65,71,4,Good
Nambiyur,2025-07-17,City Road,Weekend,Clear,1708,1760,3934,1050,4773,571,918,221,201,285,117,31,205,4,Minor,91,160,191,28,5,668,25,1,1,1,0,1,0,0,14,21,1,0,1,1,Medium,93,8,72,97,29,56,137,7,Average
Vellode,2025-07-18,NH,Weekend,Hot,1864,2868,1132,847,1476,1343,210,133,23,179,362,31,275,1,,89,213,40,19,3,1197,41,1,1,1,1,0,1,2,103,28,1,0,0,1,Low,82,27,49,50,6,48,287,5,Good
Punjai Puliyampatti,2025-07-19,SH,Weekend,Clear,894,1305,3676,867,4332,520,1029,561,391,300,419,50,230,0,Major,46,120,104,28,1,647,58,1,1,1,0,0,1,42,53,20,0,1,1,1,High,54,10,77,78,27,52,30,6,Poor
Modakurichi,2025-07-20,City Road,Weekday,Rainy,2707,2817,2696,311,856,2390,1987,428,55,560,667,38,189,0,Major,93,70,182,18,3,699,97,0,0,1,1,0,1,35,72,37,1,0,0,0,High,42,11,42,62,26,71,302,4,Good
Perundurai,2025-07-21,City Road,Weekday,Fog,1934,656,1350,1227,2584,1937,1356,183,58,568,186,36,223,2,Minor,54,116,146,8,1,849,78,1,0,0,1,1,1,39,81,36,1,1,1,1,Low,63,42,71,68,5,95,42,5,Poor
Modakurichi,2025-07-22,NH,Weekend,Cloudy,1323,401,1681,1341,3223,706,844,324,310,419,269,29,40,1,Minor,84,120,150,8,1,525,52,0,0,1,0,0,1,39,82,22,1,0,1,0,Medium,43,33,141,89,8,61,83,7,Average
Ammapet,2025-07-23,NH,Weekend,Rainy,1566,2164,2592,1472,4230,1619,1857,231,335,205,812,21,193,4,Major,66,133,104,5,2,1181,10,1,1,0,0,1,1,41,0,30,0,0,1,1,Medium,99,20,135,98,24,40,66,3,Average
Alangiyam,2025-07-24,SH,Weekend,Fog,1087,2837,2984,1130,3144,1146,301,786,227,295,803,52,177,4,Major,48,296,136,14,4,685,95,1,0,0,0,1,0,33,95,38,0,1,0,1,Low,36,39,103,88,25,87,362,9,Poor
Sathyamangalam,2025-07-25,SH,Weekend,Hot,2844,1890,3290,1067,3890,1131,574,331,310,447,720,41,133,0,Major,81,228,170,25,1,123,39,0,0,0,1,0,1,23,23,30,0,0,0,1,Low,54,30,39,84,9,73,338,6,Good
Gobichettipalayam,2025-07-26,NH,Weekend,Hot,651,2406,693,926,4382,2245,182,504,221,363,144,41,101,3,Minor,49,52,196,18,2,112,41,0,0,1,1,0,0,4,54,36,1,1,0,1,Low,89,20,41,66,9,61,280,8,Good
Poondurai,2025-07-27,NH,Weekend,Fog,1753,950,2675,1001,2961,259,981,441,198,415,86,49,57,1,Minor,80,135,112,7,1,180,64,0,1,1,0,0,1,42,30,32,1,1,0,1,Medium,62,12,85,44,7,74,360,4,Poor
Poondurai,2025-07-28,NH,Weekday,Clear,1776,2424,3515,1445,1668,1756,949,434,114,394,88,40,241,1,Major,66,116,139,20,5,1177,76,0,1,0,1,1,0,15,75,21,0,1,1,1,Medium,81,23,124,90,14,51,271,5,Average
Punjai Puliyampatti,2025-07-29,City Road,Weekday,Cloudy,2009,2706,1956,1355,1517,1135,1505,404,335,573,378,33,54,3,Minor,78,124,149,21,1,253,14,0,0,1,1,1,0,11,112,36,0,1,1,1,Low,72,8,70,81,20,76,100,2,Poor
Thalavadi,2025-07-30,City Road,Weekday,Rainy,1012,1430,1608,384,1222,226,223,54,347,515,228,28,70,1,,86,110,178,13,3,139,79,0,1,1,1,0,0,8,115,39,1,1,1,1,High,86,34,44,83,27,41,344,5,Average
Punjai Puliyampatti,2025-07-31,NH,Weekday,Cloudy,612,2707,1849,1326,974,313,826,136,170,520,194,57,269,3,Minor,67,156,128,17,2,855,47,0,1,0,0,1,1,22,114,28,1,1,1,0,Medium,77,15,80,66,10,63,49,9,Average
Bhavani,2025-08-01,City Road,Weekend,Rainy,2736,3124,1131,338,1439,2493,438,273,62,195,604,47,291,0,Minor,82,140,136,10,2,938,55,0,0,1,0,1,0,35,58,33,1,1,1,1,Medium,93,23,113,62,15,74,69,3,Good
Sivagiri,2025-08-02,Village Road,Weekday,Fog,2207,2714,3758,743,2584,2273,572,104,229,452,349,58,274,1,Minor,55,124,186,25,3,553,19,0,1,1,1,0,0,43,76,28,1,1,0,0,High,32,7,100,91,10,62,61,9,Poor
Kavindapadi,2025-08-03,City Road,Weekend,Cloudy,1039,2710,654,1376,2576,661,1455,301,96,193,346,48,70,3,Minor,75,201,94,21,5,981,94,1,0,0,1,1,0,1,112,31,0,1,1,1,High,42,11,134,87,27,83,395,5,Good
Kodumudi,2025-08-04,City Road,Weekday,Hot,841,1513,3983,1356,3100,1676,1169,595,295,359,559,41,33,4,,94,229,77,9,4,473,50,0,1,1,0,1,1,9,27,33,0,0,0,1,High,82,36,37,90,6,73,281,8,Good
Nambiyur,2025-08-05,City Road,Weekday,Rainy,1005,2937,1114,983,4547,1952,446,639,36,553,529,43,132,4,Minor,53,73,118,18,4,54,10,0,0,0,1,0,1,36,100,28,1,0,0,1,Low,40,25,62,46,8,50,294,7,Average
Arachalur,2025-08-06,NH,Weekend,Hot,659,1212,886,1213,2970,2099,737,438,352,489,686,67,292,3,Minor,49,152,190,17,1,161,74,0,0,1,0,1,0,35,52,23,1,0,1,0,High,63,39,79,60,16,40,302,5,Good
Nasiyanur,2025-08-07,City Road,Weekend,Hot,359,1061,3482,1337,2276,1037,1537,351,95,189,895,65,182,2,Major,68,231,172,16,3,430,44,0,0,0,0,1,0,30,86,24,1,1,0,0,Medium,61,39,84,92,17,79,375,4,Good
Nasiyanur,2025-08-08,NH,Weekend,Cloudy,767,2739,1914,440,3213,1790,1189,301,58,264,392,36,150,3,Major,76,91,97,9,5,1070,99,0,0,1,0,1,0,25,30,23,1,1,1,1,High,66,16,110,45,10,83,365,1,Good
Bhavani Sagar,2025-08-09,City Road,Weekend,Clear,2933,2413,3037,228,1130,2149,1247,197,143,349,704,22,99,2,Minor,86,236,188,28,3,443,44,1,1,0,1,0,0,38,52,38,1,0,1,0,High,48,16,128,96,5,58,389,8,Good
Arachalur,2025-08-10,NH,Weekday,Fog,1825,1462,3236,582,851,237,1209,793,197,109,600,15,132,2,Minor,69,60,145,14,3,626,51,0,1,0,0,1,1,29,59,26,1,0,1,0,Low,63,33,47,76,27,59,194,8,Average
Punjai Puliyampatti,2025-08-11,SH,Weekday,Fog,2610,1056,3034,1211,4096,1163,597,413,318,152,357,60,197,0,Minor,51,186,88,25,1,279,78,1,0,0,0,1,0,32,73,20,0,1,0,0,High,58,15,43,62,8,85,335,1,Good
Punjai Puliyampatti,2025-08-12,Village Road,Weekday,Hot,311,508,3131,755,3026,1095,333,501,341,369,419,46,41,3,Minor,55,52,148,25,3,343,83,0,1,0,1,0,1,42,16,34,1,1,1,1,Medium,72,23,58,62,28,94,89,5,Poor
Nambiyur,2025-08-13,City Road,Weekday,Rainy,1766,3204,2052,1278,1273,2368,1664,578,193,308,345,34,242,2,Minor,96,78,84,8,1,140,39,0,0,0,1,1,0,26,18,28,1,1,1,0,Medium,74,21,52,83,13,95,352,1,Poor
Kavindapadi,2025-08-14,NH,Weekend,Fog,312,1498,3499,1487,1172,2428,612,621,198,351,639,45,162,2,,94,167,72,9,5,95,33,0,0,1,1,1,0,5,45,29,1,1,0,0,High,74,38,115,51,20,69,247,8,Poor
Bhavani,2025-08-15,Village Road,Weekday,Cloudy,1621,3234,2135,1040,1534,1369,1740,757,118,233,358,48,133,0,Major,92,204,61,9,4,411,25,1,1,0,1,0,0,37,44,34,0,1,1,0,High,42,41,90,45,11,53,127,3,Average
Modakurichi,2025-08-16,Village Road,Weekday,Cloudy,804,3045,3430,1132,2459,1999,848,520,114,392,522,38,112,2,,74,193,88,23,2,610,87,0,0,1,1,0,0,26,57,22,1,1,0,0,High,98,10,131,76,13,86,223,3,Poor
Ammapet,2025-08-17,Village Road,Weekend,Clear,929,888,2222,977,4571,586,1035,520,264,279,576,53,99,2,Major,77,161,85,21,3,340,45,0,1,1,0,1,1,18,90,39,0,0,0,1,Low,71,10,37,41,25,55,68,9,Poor
